entity_a,entity_b,weight,level
2030,الذي,1.0,document
2030,وتشمل المبادرات الرئيسية,1.0,document
الذي,2021,1.0,document
الذي,وتشمل المبادرات الرئيسية,1.0,document
2021,وتشمل المبادرات الرئيسية,1.0,document
أطلقت مدينة عمّان خطة,خفض,2.0,sentence
أطلقت مدينة عمّان خطة,2021,2.0,sentence
خفض,2021,2.0,sentence
وتشمل المبادرات الرئيسية,الذي,2.0,sentence
وتشمل المبادرات الرئيسية,الشمسية على الأسطح,2.0,sentence
وتشمل المبادرات الرئيسية,"300,000",2.0,sentence
الذي,الشمسية على الأسطح,2.0,sentence
الذي,"300,000",2.0,sentence
الشمسية على الأسطح,"300,000",2.0,sentence
2050,الشمسية,1.0,document
2050,مصادر متجددة في,1.0,document
الشمسية,مصادر متجددة في,1.0,document
الشمسية,99.5%,1.0,document
مصادر متجددة في,99.5%,1.0,document
الشمسية,مصادر متجددة في,2.0,sentence
الشمسية,99.5%,2.0,sentence
مصادر متجددة في,99.5%,2.0,sentence
ويشمل البرنامج,2024،,1.0,document
ويشمل البرنامج,تركيب,1.0,document
ويشمل البرنامج,2030,1.0,document
ويشمل البرنامج,10,1.0,document
2024،,تركيب,1.0,document
2024،,2030,1.0,document
2024،,10,1.0,document
تركيب,2030,1.0,document
تركيب,10,1.0,document
10,2030,2.0,sentence
2024،,تركيب,2.0,sentence
السامية,12.9,1.0,document
السامية,المخيم البالغ,1.0,document
السامية,المتحدة,1.0,document
السامية,14,1.0,document
السامية,وتمد سكان,1.0,document
السامية,5.5,1.0,document
السامية,العالم,1.0,document
السامية,2017,1.0,document
السامية,"43,000",1.0,document
السامية,اللاجئين,1.0,document
السامية,مخيم الأزرق للاجئين,1.0,document
السامية,مخيم للاجئين,1.0,document
السامية,أنشأ,1.0,document
12.9,المخيم البالغ,1.0,document
12.9,المتحدة,1.0,document
12.9,14,1.0,document
12.9,وتمد سكان,1.0,document
12.9,5.5,1.0,document
12.9,العالم,1.0,document
12.9,2017,1.0,document
12.9,"43,000",1.0,document
12.9,اللاجئين,1.0,document
12.9,مخيم الأزرق للاجئين,1.0,document
12.9,مخيم للاجئين,1.0,document
12.9,أنشأ,1.0,document
المخيم البالغ,المتحدة,1.0,document
المخيم البالغ,14,1.0,document
المخيم البالغ,وتمد سكان,1.0,document
المخيم البالغ,5.5,1.0,document
المخيم البالغ,العالم,1.0,document
المخيم البالغ,2017,1.0,document
المخيم البالغ,"43,000",1.0,document
المخيم البالغ,اللاجئين,1.0,document
المخيم البالغ,مخيم الأزرق للاجئين,1.0,document
المخيم البالغ,مخيم للاجئين,1.0,document
المخيم البالغ,أنشأ,1.0,document
المتحدة,14,1.0,document
المتحدة,وتمد سكان,1.0,document
المتحدة,5.5,1.0,document
المتحدة,العالم,1.0,document
المتحدة,2017,1.0,document
المتحدة,"43,000",1.0,document
المتحدة,اللاجئين,1.0,document
المتحدة,مخيم الأزرق للاجئين,1.0,document
المتحدة,مخيم للاجئين,1.0,document
المتحدة,أنشأ,1.0,document
14,وتمد سكان,1.0,document
14,5.5,1.0,document
14,العالم,1.0,document
14,2017,1.0,document
14,"43,000",1.0,document
14,اللاجئين,1.0,document
14,مخيم الأزرق للاجئين,1.0,document
14,مخيم للاجئين,1.0,document
14,أنشأ,1.0,document
وتمد سكان,5.5,1.0,document
وتمد سكان,العالم,1.0,document
وتمد سكان,2017,1.0,document
وتمد سكان,"43,000",1.0,document
وتمد سكان,اللاجئين,1.0,document
وتمد سكان,مخيم الأزرق للاجئين,1.0,document
وتمد سكان,مخيم للاجئين,1.0,document
وتمد سكان,أنشأ,1.0,document
5.5,العالم,1.0,document
5.5,2017,1.0,document
5.5,"43,000",1.0,document
5.5,اللاجئين,1.0,document
5.5,مخيم الأزرق للاجئين,1.0,document
5.5,مخيم للاجئين,1.0,document
5.5,أنشأ,1.0,document
العالم,2017,1.0,document
العالم,"43,000",1.0,document
العالم,اللاجئين,1.0,document
العالم,مخيم الأزرق للاجئين,1.0,document
العالم,مخيم للاجئين,1.0,document
العالم,أنشأ,1.0,document
2017,"43,000",1.0,document
2017,اللاجئين,1.0,document
2017,مخيم الأزرق للاجئين,1.0,document
2017,مخيم للاجئين,1.0,document
2017,أنشأ,1.0,document
"43,000",اللاجئين,1.0,document
"43,000",مخيم الأزرق للاجئين,1.0,document
"43,000",مخيم للاجئين,1.0,document
"43,000",أنشأ,1.0,document
اللاجئين,مخيم الأزرق للاجئين,1.0,document
اللاجئين,مخيم للاجئين,1.0,document
اللاجئين,أنشأ,1.0,document
مخيم الأزرق للاجئين,مخيم للاجئين,1.0,document
مخيم الأزرق للاجئين,أنشأ,1.0,document
مخيم للاجئين,أنشأ,1.0,document
السامية,12.9,2.0,sentence
السامية,المتحدة,2.0,sentence
السامية,العالم,2.0,sentence
السامية,2017,2.0,sentence
السامية,اللاجئين,2.0,sentence
السامية,مخيم الأزرق للاجئين,2.0,sentence
السامية,مخيم للاجئين,2.0,sentence
السامية,أنشأ,2.0,sentence
12.9,المتحدة,2.0,sentence
12.9,العالم,2.0,sentence
12.9,2017,2.0,sentence
12.9,اللاجئين,2.0,sentence
12.9,مخيم الأزرق للاجئين,2.0,sentence
12.9,مخيم للاجئين,2.0,sentence
12.9,أنشأ,2.0,sentence
المتحدة,العالم,2.0,sentence
المتحدة,2017,2.0,sentence
المتحدة,اللاجئين,2.0,sentence
المتحدة,مخيم الأزرق للاجئين,2.0,sentence
المتحدة,مخيم للاجئين,2.0,sentence
المتحدة,أنشأ,2.0,sentence
العالم,2017,2.0,sentence
العالم,اللاجئين,2.0,sentence
العالم,مخيم الأزرق للاجئين,2.0,sentence
العالم,مخيم للاجئين,2.0,sentence
العالم,أنشأ,2.0,sentence
2017,اللاجئين,2.0,sentence
2017,مخيم الأزرق للاجئين,2.0,sentence
2017,مخيم للاجئين,2.0,sentence
2017,أنشأ,2.0,sentence
اللاجئين,مخيم الأزرق للاجئين,2.0,sentence
اللاجئين,مخيم للاجئين,2.0,sentence
اللاجئين,أنشأ,2.0,sentence
مخيم الأزرق للاجئين,مخيم للاجئين,2.0,sentence
مخيم الأزرق للاجئين,أنشأ,2.0,sentence
مخيم للاجئين,أنشأ,2.0,sentence
المخيم البالغ,14,2.0,sentence
المخيم البالغ,وتمد سكان,2.0,sentence
المخيم البالغ,5.5,2.0,sentence
المخيم البالغ,"43,000",2.0,sentence
14,وتمد سكان,2.0,sentence
14,5.5,2.0,sentence
14,"43,000",2.0,sentence
وتمد سكان,5.5,2.0,sentence
وتمد سكان,"43,000",2.0,sentence
5.5,"43,000",2.0,sentence
"5,000",15,1.0,document
"5,000",السور الأخضر,1.0,document
"5,000",كينيا أكثر,1.0,document
15,السور الأخضر,1.0,document
15,"12,000",1.0,document
15,كينيا أكثر,1.0,document
15,2020,1.0,document
السور الأخضر,"12,000",1.0,document
السور الأخضر,كينيا أكثر,1.0,document
السور الأخضر,2020,1.0,document
"12,000",كينيا أكثر,1.0,document
كينيا أكثر,2020,1.0,document
كينيا أكثر,2020,2.0,sentence
كينيا أكثر,15,2.0,sentence
2020,15,2.0,sentence
3,2023,1.0,document
3,2027,1.0,document
3,وتخصص المملكة العربية,1.0,document
3,خفض درجات,1.0,document
3,السطح,1.0,document
3,ملياري,1.0,document
3,المنورة,1.0,document
3,المدن,1.0,document
3,التبريد الحضري,1.0,document
2023,وتخصص المملكة العربية,1.0,document
2023,خفض درجات,1.0,document
2023,السطح,1.0,document
2023,ملياري,1.0,document
2023,المنورة,1.0,document
2023,المدن,1.0,document
2023,التبريد الحضري,1.0,document
2027,وتخصص المملكة العربية,1.0,document
2027,خفض درجات,1.0,document
2027,السطح,1.0,document
2027,ملياري,1.0,document
2027,المنورة,1.0,document
2027,المدن,1.0,document
2027,التبريد الحضري,1.0,document
وتخصص المملكة العربية,خفض درجات,1.0,document
وتخصص المملكة العربية,السطح,1.0,document
وتخصص المملكة العربية,ملياري,1.0,document
وتخصص المملكة العربية,المنورة,1.0,document
وتخصص المملكة العربية,المدن,1.0,document
وتخصص المملكة العربية,التبريد الحضري,1.0,document
خفض درجات,السطح,1.0,document
خفض درجات,ملياري,1.0,document
خفض درجات,المنورة,1.0,document
خفض درجات,المدن,1.0,document
خفض درجات,التبريد الحضري,1.0,document
السطح,ملياري,1.0,document
السطح,المنورة,1.0,document
السطح,المدن,1.0,document
السطح,التبريد الحضري,1.0,document
ملياري,المنورة,1.0,document
ملياري,المدن,1.0,document
ملياري,التبريد الحضري,1.0,document
المنورة,المدن,1.0,document
المنورة,التبريد الحضري,1.0,document
المدن,التبريد الحضري,1.0,document
2023,المنورة,2.0,sentence
2023,التبريد الحضري,2.0,sentence
المنورة,التبريد الحضري,2.0,sentence
خفض درجات,السطح,2.0,sentence
خفض درجات,2027,2.0,sentence
خفض درجات,3,2.0,sentence
السطح,2027,2.0,sentence
السطح,3,2.0,sentence
2027,3,2.0,sentence
ملياري,المدن,2.0,sentence
ملياري,وتخصص المملكة العربية,2.0,sentence
المدن,وتخصص المملكة العربية,2.0,sentence
2050,، فإن ظروف,1.0,document
2050,الآلي المدربة على 40 عاماً,1.0,document
2050,أول صيف خالٍ من,1.0,document
، فإن ظروف,الآلي المدربة على 40 عاماً,1.0,document
، فإن ظروف,أول صيف خالٍ من,1.0,document
الآلي المدربة على 40 عاماً,أول صيف خالٍ من,1.0,document
2050,، فإن ظروف,2.0,sentence
ومن المتوقع أن,القمر الاصطناعي ميثان سات الذي أُطلق,1.0,document
ومن المتوقع أن,2024,1.0,document
ومن المتوقع أن,"1,923",1.0,document
ومن المتوقع أن,2.5,1.0,document
ومن المتوقع أن,انبعاثات الميثان من منشآت,1.0,document
ومن المتوقع أن,الميثان,1.0,document
ومن المتوقع أن,البالغ 722,1.0,document
ومن المتوقع أن,والغاز الفردية حول العالم,1.0,document
ومن المتوقع أن,الغلاف,1.0,document
ومن المتوقع أن,بلغ,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,2024,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,"1,923",1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,2.5,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,انبعاثات الميثان من منشآت,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,الميثان,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,البالغ 722,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,والغاز الفردية حول العالم,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,الغلاف,1.0,document
القمر الاصطناعي ميثان سات الذي أُطلق,بلغ,1.0,document
2024,"1,923",1.0,document
2024,2.5,1.0,document
2024,انبعاثات الميثان من منشآت,1.0,document
2024,الميثان,1.0,document
2024,البالغ 722,1.0,document
2024,والغاز الفردية حول العالم,1.0,document
"1,923",2.5,1.0,document
"1,923",انبعاثات الميثان من منشآت,1.0,document
"1,923",الميثان,1.0,document
"1,923",البالغ 722,1.0,document
"1,923",والغاز الفردية حول العالم,1.0,document
"1,923",الغلاف,1.0,document
"1,923",بلغ,1.0,document
2.5,انبعاثات الميثان من منشآت,1.0,document
2.5,الميثان,1.0,document
2.5,البالغ 722,1.0,document
2.5,والغاز الفردية حول العالم,1.0,document
2.5,الغلاف,1.0,document
2.5,بلغ,1.0,document
انبعاثات الميثان من منشآت,الميثان,1.0,document
انبعاثات الميثان من منشآت,البالغ 722,1.0,document
انبعاثات الميثان من منشآت,والغاز الفردية حول العالم,1.0,document
انبعاثات الميثان من منشآت,الغلاف,1.0,document
انبعاثات الميثان من منشآت,بلغ,1.0,document
الميثان,البالغ 722,1.0,document
الميثان,والغاز الفردية حول العالم,1.0,document
الميثان,الغلاف,1.0,document
الميثان,بلغ,1.0,document
البالغ 722,والغاز الفردية حول العالم,1.0,document
البالغ 722,الغلاف,1.0,document
البالغ 722,بلغ,1.0,document
والغاز الفردية حول العالم,الغلاف,1.0,document
والغاز الفردية حول العالم,بلغ,1.0,document
الميثان,"1,923",2.0,sentence
الميثان,الغلاف,2.0,sentence
"1,923",الغلاف,2.0,sentence
2.5,البالغ 722,2.0,sentence
ومن المتوقع أن,القمر الاصطناعي ميثان سات الذي أُطلق,2.0,sentence
ومن المتوقع أن,2024,2.0,sentence
ومن المتوقع أن,انبعاثات الميثان من منشآت,2.0,sentence
